qid,term,topic,subtopic,difficulty,questiontype,parentid,orderinparent,questiontext,optiona,optionb,optionc,optiond,correctanswer,hint,detailedsolution,imagelocation,tags,engine_type,mode,json_reference,model_url,has_hotspots,wordbank,question_score,full_json_content,filename,folder
10-023_Q1,T1,Probability Union,Quest 10-011: Garden Prob,E,Simulation,,1,How many trees are Mango OR Orange?,,,,,,n(M ∪ O) = 25 + 5 + 15 = 45.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_10_probability_using_venn_diagrams/10-023.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Probability Union"",   ""variantTitle"": ""Quest 10-011: Garden Prob"",   ""sets"": { ""A"": { ""label"": ""M (30)"", ""color"": ""#f59e0b"" }, ""B"": { ""label"": ""O (20)"", ""color"": ""#10b981"" } },   ""zones"": { ""left"": [""25""], ""center"": [""5""], ""right"": [""15""], ""outside"": [""15""] },   ""questions"": [     {       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""union"",       ""prompt"": ""How many trees are Mango <b>OR</b> Orange?"",       ""hint"": ""n(M ∪ O) = 25 + 5 + 15 = 45.""     },     {       ""retain_visuals"": true,       ""type"": ""PROBABILITY"",       ""targetRegion"": ""union"",       ""total"": 60,       ""expression"": ""45"",       ""prompt"": ""Probability of picking a fruit tree?"",       ""hint"": ""45/60 = 3/4""     }   ] }",10-023.json,quest_10_probability_using_venn_diagrams
10-023_Q2,T1,Probability Union,Quest 10-011: Garden Prob,E,Simulation,,2,Probability of picking a fruit tree?,,,,,,45/60 = 3/4,,,[],SET_THEORY,quiz,content/math/set_theory/quest_10_probability_using_venn_diagrams/10-023.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Probability Union"",   ""variantTitle"": ""Quest 10-011: Garden Prob"",   ""sets"": { ""A"": { ""label"": ""M (30)"", ""color"": ""#f59e0b"" }, ""B"": { ""label"": ""O (20)"", ""color"": ""#10b981"" } },   ""zones"": { ""left"": [""25""], ""center"": [""5""], ""right"": [""15""], ""outside"": [""15""] },   ""questions"": [     {       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""union"",       ""prompt"": ""How many trees are Mango <b>OR</b> Orange?"",       ""hint"": ""n(M ∪ O) = 25 + 5 + 15 = 45.""     },     {       ""retain_visuals"": true,       ""type"": ""PROBABILITY"",       ""targetRegion"": ""union"",       ""total"": 60,       ""expression"": ""45"",       ""prompt"": ""Probability of picking a fruit tree?"",       ""hint"": ""45/60 = 3/4""     }   ] }",10-023.json,quest_10_probability_using_venn_diagrams
10-024_Q1,T1,Probability Algebra,Quest 10-006: Exam Results,E,Simulation,,1,Total = 40. M-only = E-only = x. Find x.,,,,,,2x + 20 = 40,,,[],SET_THEORY,quiz,content/math/set_theory/quest_10_probability_using_venn_diagrams/10-024.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Probability Algebra"",   ""variantTitle"": ""Quest 10-006: Exam Results"",   ""sets"": { ""A"": { ""label"": ""M"", ""color"": ""#2563eb"" }, ""B"": { ""label"": ""E"", ""color"": ""#db2777"" } },   ""zones"": { ""left"": [""x""], ""center"": [""10""], ""right"": [""x""], ""outside"": [""10""] },   ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""union"",       ""equation_target"": 40,       ""expected_x"": 10,       ""prompt"": ""Total = 40. M-only = E-only = x. Find <b>x</b>."",       ""hint"": ""2x + 20 = 40""     },     {       ""retain_visuals"": true,       ""type"": ""PROBABILITY"",       ""targetRegion"": ""left_only"",       ""x_val"": 10,       ""total"": 40,       ""expression"": ""x"",       ""prompt"": ""Prob. of passing <b>Math Only</b>?"",       ""hint"": ""10/40 = 1/4""     }   ] }",10-024.json,quest_10_probability_using_venn_diagrams
10-024_Q2,T1,Probability Algebra,Quest 10-006: Exam Results,E,Simulation,,2,Prob. of passing Math Only?,,,,,,10/40 = 1/4,,,[],SET_THEORY,quiz,content/math/set_theory/quest_10_probability_using_venn_diagrams/10-024.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Probability Algebra"",   ""variantTitle"": ""Quest 10-006: Exam Results"",   ""sets"": { ""A"": { ""label"": ""M"", ""color"": ""#2563eb"" }, ""B"": { ""label"": ""E"", ""color"": ""#db2777"" } },   ""zones"": { ""left"": [""x""], ""center"": [""10""], ""right"": [""x""], ""outside"": [""10""] },   ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""union"",       ""equation_target"": 40,       ""expected_x"": 10,       ""prompt"": ""Total = 40. M-only = E-only = x. Find <b>x</b>."",       ""hint"": ""2x + 20 = 40""     },     {       ""retain_visuals"": true,       ""type"": ""PROBABILITY"",       ""targetRegion"": ""left_only"",       ""x_val"": 10,       ""total"": 40,       ""expression"": ""x"",       ""prompt"": ""Prob. of passing <b>Math Only</b>?"",       ""hint"": ""10/40 = 1/4""     }   ] }",10-024.json,quest_10_probability_using_venn_diagrams
10-025_Q1,T1,Symmetric Difference II,Topic 10: Math & English,E,Simulation,,1,Phase 1: English only is 8 more than both. Neither is 4.,,,,,,,,,[],SET_THEORY,quiz,content/math/set_theory/quest_10_probability_using_venn_diagrams/10-025.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Symmetric Difference II"",   ""variantTitle"": ""Topic 10: Math & English"",   ""sets"": {     ""A"": { ""label"": ""M (60)"", ""color"": ""#9333ea"" },     ""B"": { ""label"": ""E"", ""color"": ""#db2777"" }   },   ""zones"": {     ""left"": [""60-x""],     ""center"": [""x""],     ""right"": [""x+8""],     ""outside"": [""4""]   },    ""questions"": [     {       ""interaction"": ""DIAGRAM_FILL"",       ""prompt"": ""<b>Phase 1:</b> English only is 8 more than both. Neither is 4."",       ""inputs"": [         { ""region"": ""left"", ""expected"": ""60-x"" },         { ""region"": ""right"", ""expected"": ""x+8"" },         { ""region"": ""outside"", ""expected"": ""4"" }       ]     },     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""union"",        ""equation_target"": 92,       ""expected_x"": 20,       ""prompt"": ""<b>Phase 2:</b> Total students = 92. Find <b>x</b>."",       ""hint"": ""(60-x) + x + (x+8) + 4 = 92 -> x + 72 = 92""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""right_total"",       ""x_val"": 20,       ""prompt"": ""Find Total English students."",       ""hint"": ""Intersection (20) + E Only (28) = 48.""     }   ] }",10-025.json,quest_10_probability_using_venn_diagrams
10-025_Q2,T1,Symmetric Difference II,Topic 10: Math & English,E,Simulation,,2,Phase 2: Total students = 92. Find x.,,,,,,(60-x) + x + (x+8) + 4 = 92 -> x + 72 = 92,,,[],SET_THEORY,quiz,content/math/set_theory/quest_10_probability_using_venn_diagrams/10-025.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Symmetric Difference II"",   ""variantTitle"": ""Topic 10: Math & English"",   ""sets"": {     ""A"": { ""label"": ""M (60)"", ""color"": ""#9333ea"" },     ""B"": { ""label"": ""E"", ""color"": ""#db2777"" }   },   ""zones"": {     ""left"": [""60-x""],     ""center"": [""x""],     ""right"": [""x+8""],     ""outside"": [""4""]   },    ""questions"": [     {       ""interaction"": ""DIAGRAM_FILL"",       ""prompt"": ""<b>Phase 1:</b> English only is 8 more than both. Neither is 4."",       ""inputs"": [         { ""region"": ""left"", ""expected"": ""60-x"" },         { ""region"": ""right"", ""expected"": ""x+8"" },         { ""region"": ""outside"", ""expected"": ""4"" }       ]     },     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""union"",        ""equation_target"": 92,       ""expected_x"": 20,       ""prompt"": ""<b>Phase 2:</b> Total students = 92. Find <b>x</b>."",       ""hint"": ""(60-x) + x + (x+8) + 4 = 92 -> x + 72 = 92""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""right_total"",       ""x_val"": 20,       ""prompt"": ""Find Total English students."",       ""hint"": ""Intersection (20) + E Only (28) = 48.""     }   ] }",10-025.json,quest_10_probability_using_venn_diagrams
10-025_Q3,T1,Symmetric Difference II,Topic 10: Math & English,E,Simulation,,3,Find Total English students.,,,,,,Intersection (20) + E Only (28) = 48.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_10_probability_using_venn_diagrams/10-025.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Symmetric Difference II"",   ""variantTitle"": ""Topic 10: Math & English"",   ""sets"": {     ""A"": { ""label"": ""M (60)"", ""color"": ""#9333ea"" },     ""B"": { ""label"": ""E"", ""color"": ""#db2777"" }   },   ""zones"": {     ""left"": [""60-x""],     ""center"": [""x""],     ""right"": [""x+8""],     ""outside"": [""4""]   },    ""questions"": [     {       ""interaction"": ""DIAGRAM_FILL"",       ""prompt"": ""<b>Phase 1:</b> English only is 8 more than both. Neither is 4."",       ""inputs"": [         { ""region"": ""left"", ""expected"": ""60-x"" },         { ""region"": ""right"", ""expected"": ""x+8"" },         { ""region"": ""outside"", ""expected"": ""4"" }       ]     },     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""union"",        ""equation_target"": 92,       ""expected_x"": 20,       ""prompt"": ""<b>Phase 2:</b> Total students = 92. Find <b>x</b>."",       ""hint"": ""(60-x) + x + (x+8) + 4 = 92 -> x + 72 = 92""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""right_total"",       ""x_val"": 20,       ""prompt"": ""Find Total English students."",       ""hint"": ""Intersection (20) + E Only (28) = 48.""     }   ] }",10-025.json,quest_10_probability_using_venn_diagrams
10-026_Q1,T1,Complement Equations,Topic 10: Sports Logic,E,Simulation,,1,"Given n(F') = 18 (Not Football), find p.",,,,,,(Rugby Only) + (Outside) = 18. So 2p + p = 18.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_10_probability_using_venn_diagrams/10-026.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Complement Equations"",   ""variantTitle"": ""Topic 10: Sports Logic"",   ""sets"": { ""A"": { ""label"": ""F"", ""color"": ""#9333ea"" }, ""B"": { ""label"": ""R"", ""color"": ""#db2777"" } },   ""zones"": { ""left"": [""p+5""], ""center"": [""6""], ""right"": [""2p""], ""outside"": [""p""] },   ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""complement_left"",        ""equation_target"": 18,        ""expected_x"": 6,       ""prompt"": ""Given n(F') = 18 (Not Football), find <b>p</b>."",       ""hint"": ""(Rugby Only) + (Outside) = 18. So 2p + p = 18.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""union"",       ""x_val"": 6,       ""prompt"": ""Find n(F ∪ R) (The Union)."",       ""hint"": ""(11) + 6 + (12) = 29.""     },     {       ""retain_visuals"": true,       ""type"": ""PROBABILITY"",       ""targetRegion"": ""universal_only"",       ""x_val"": 6,       ""total"": 35,        ""expression"": ""p"",        ""prompt"": ""Probability of playing <span style='color:#ef4444'>neither</span>?"",       ""hint"": ""n(Outside) / Total. (6/35)""     }   ] }",10-026.json,quest_10_probability_using_venn_diagrams
10-026_Q2,T1,Complement Equations,Topic 10: Sports Logic,E,Simulation,,2,Find n(F ∪ R) (The Union).,,,,,,(11) + 6 + (12) = 29.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_10_probability_using_venn_diagrams/10-026.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Complement Equations"",   ""variantTitle"": ""Topic 10: Sports Logic"",   ""sets"": { ""A"": { ""label"": ""F"", ""color"": ""#9333ea"" }, ""B"": { ""label"": ""R"", ""color"": ""#db2777"" } },   ""zones"": { ""left"": [""p+5""], ""center"": [""6""], ""right"": [""2p""], ""outside"": [""p""] },   ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""complement_left"",        ""equation_target"": 18,        ""expected_x"": 6,       ""prompt"": ""Given n(F') = 18 (Not Football), find <b>p</b>."",       ""hint"": ""(Rugby Only) + (Outside) = 18. So 2p + p = 18.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""union"",       ""x_val"": 6,       ""prompt"": ""Find n(F ∪ R) (The Union)."",       ""hint"": ""(11) + 6 + (12) = 29.""     },     {       ""retain_visuals"": true,       ""type"": ""PROBABILITY"",       ""targetRegion"": ""universal_only"",       ""x_val"": 6,       ""total"": 35,        ""expression"": ""p"",        ""prompt"": ""Probability of playing <span style='color:#ef4444'>neither</span>?"",       ""hint"": ""n(Outside) / Total. (6/35)""     }   ] }",10-026.json,quest_10_probability_using_venn_diagrams
10-026_Q3,T1,Complement Equations,Topic 10: Sports Logic,E,Simulation,,3,Probability of playing neither?,,,,,,n(Outside) / Total. (6/35),,,[],SET_THEORY,quiz,content/math/set_theory/quest_10_probability_using_venn_diagrams/10-026.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Complement Equations"",   ""variantTitle"": ""Topic 10: Sports Logic"",   ""sets"": { ""A"": { ""label"": ""F"", ""color"": ""#9333ea"" }, ""B"": { ""label"": ""R"", ""color"": ""#db2777"" } },   ""zones"": { ""left"": [""p+5""], ""center"": [""6""], ""right"": [""2p""], ""outside"": [""p""] },   ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""complement_left"",        ""equation_target"": 18,        ""expected_x"": 6,       ""prompt"": ""Given n(F') = 18 (Not Football), find <b>p</b>."",       ""hint"": ""(Rugby Only) + (Outside) = 18. So 2p + p = 18.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""union"",       ""x_val"": 6,       ""prompt"": ""Find n(F ∪ R) (The Union)."",       ""hint"": ""(11) + 6 + (12) = 29.""     },     {       ""retain_visuals"": true,       ""type"": ""PROBABILITY"",       ""targetRegion"": ""universal_only"",       ""x_val"": 6,       ""total"": 35,        ""expression"": ""p"",        ""prompt"": ""Probability of playing <span style='color:#ef4444'>neither</span>?"",       ""hint"": ""n(Outside) / Total. (6/35)""     }   ] }",10-026.json,quest_10_probability_using_venn_diagrams
10-027_Q1,T1,Final Mix,Topic 10: Math & Science,E,Simulation,,1,Total = 65. Total Science = 45. Find h.,,,,,,(2h+3) + 45 + 5 = 65. So 2h + 53 = 65.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_10_probability_using_venn_diagrams/10-027.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Final Mix"",   ""variantTitle"": ""Topic 10: Math & Science"",   ""sets"": { ""A"": { ""label"": ""M"", ""color"": ""#9333ea"" }, ""B"": { ""label"": ""S (45)"", ""color"": ""#db2777"" } },   ""zones"": { ""left"": [""2h+3""], ""center"": [""h""], ""right"": [""45-h""], ""outside"": [""5""] },    ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""universal_only"",        ""equation_target"": 65,        ""expected_x"": 6,       ""prompt"": ""Total = 65. Total Science = 45. Find <b>h</b>."",       ""hint"": ""(2h+3) + 45 + 5 = 65. So 2h + 53 = 65.""     },     {       ""retain_visuals"": true,       ""type"": ""ALGEBRA_SUBSTITUTE"",       ""targetRegion"": ""left_only"",       ""x_val"": 6,       ""expression"": ""2h+3"",       ""prompt"": ""How many like <span style='color:#9333ea'>Math ONLY</span>?"",       ""hint"": ""2(6) + 3 = 15.""     },     {       ""retain_visuals"": true,       ""type"": ""PROBABILITY"",       ""targetRegion"": ""left_total"",       ""x_val"": 6,       ""total"": 65,       ""expression"": ""2h+3 + h"",        ""prompt"": ""Probability of picking a pupil who likes <span style='color:#9333ea'>Math</span>?"",       ""hint"": ""Total Math / Total Pupils. (21/65)""     }   ] }",10-027.json,quest_10_probability_using_venn_diagrams
10-027_Q2,T1,Final Mix,Topic 10: Math & Science,E,Simulation,,2,How many like Math ONLY?,,,,,,2(6) + 3 = 15.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_10_probability_using_venn_diagrams/10-027.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Final Mix"",   ""variantTitle"": ""Topic 10: Math & Science"",   ""sets"": { ""A"": { ""label"": ""M"", ""color"": ""#9333ea"" }, ""B"": { ""label"": ""S (45)"", ""color"": ""#db2777"" } },   ""zones"": { ""left"": [""2h+3""], ""center"": [""h""], ""right"": [""45-h""], ""outside"": [""5""] },    ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""universal_only"",        ""equation_target"": 65,        ""expected_x"": 6,       ""prompt"": ""Total = 65. Total Science = 45. Find <b>h</b>."",       ""hint"": ""(2h+3) + 45 + 5 = 65. So 2h + 53 = 65.""     },     {       ""retain_visuals"": true,       ""type"": ""ALGEBRA_SUBSTITUTE"",       ""targetRegion"": ""left_only"",       ""x_val"": 6,       ""expression"": ""2h+3"",       ""prompt"": ""How many like <span style='color:#9333ea'>Math ONLY</span>?"",       ""hint"": ""2(6) + 3 = 15.""     },     {       ""retain_visuals"": true,       ""type"": ""PROBABILITY"",       ""targetRegion"": ""left_total"",       ""x_val"": 6,       ""total"": 65,       ""expression"": ""2h+3 + h"",        ""prompt"": ""Probability of picking a pupil who likes <span style='color:#9333ea'>Math</span>?"",       ""hint"": ""Total Math / Total Pupils. (21/65)""     }   ] }",10-027.json,quest_10_probability_using_venn_diagrams
10-027_Q3,T1,Final Mix,Topic 10: Math & Science,E,Simulation,,3,Probability of picking a pupil who likes Math?,,,,,,Total Math / Total Pupils. (21/65),,,[],SET_THEORY,quiz,content/math/set_theory/quest_10_probability_using_venn_diagrams/10-027.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Final Mix"",   ""variantTitle"": ""Topic 10: Math & Science"",   ""sets"": { ""A"": { ""label"": ""M"", ""color"": ""#9333ea"" }, ""B"": { ""label"": ""S (45)"", ""color"": ""#db2777"" } },   ""zones"": { ""left"": [""2h+3""], ""center"": [""h""], ""right"": [""45-h""], ""outside"": [""5""] },    ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""universal_only"",        ""equation_target"": 65,        ""expected_x"": 6,       ""prompt"": ""Total = 65. Total Science = 45. Find <b>h</b>."",       ""hint"": ""(2h+3) + 45 + 5 = 65. So 2h + 53 = 65.""     },     {       ""retain_visuals"": true,       ""type"": ""ALGEBRA_SUBSTITUTE"",       ""targetRegion"": ""left_only"",       ""x_val"": 6,       ""expression"": ""2h+3"",       ""prompt"": ""How many like <span style='color:#9333ea'>Math ONLY</span>?"",       ""hint"": ""2(6) + 3 = 15.""     },     {       ""retain_visuals"": true,       ""type"": ""PROBABILITY"",       ""targetRegion"": ""left_total"",       ""x_val"": 6,       ""total"": 65,       ""expression"": ""2h+3 + h"",        ""prompt"": ""Probability of picking a pupil who likes <span style='color:#9333ea'>Math</span>?"",       ""hint"": ""Total Math / Total Pupils. (21/65)""     }   ] }",10-027.json,quest_10_probability_using_venn_diagrams
10-028_Q1,T1,Probability Final,Quest 10-017: Sports Final,E,Simulation,,1,How many play only one sport?,,,,,,15 + 15 = 30.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_10_probability_using_venn_diagrams/10-028.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Probability Final"",   ""variantTitle"": ""Quest 10-017: Sports Final"",   ""sets"": { ""A"": { ""label"": ""F (20)"", ""color"": ""#7c3aed"" }, ""B"": { ""label"": ""R (20)"", ""color"": ""#db2777"" } },   ""zones"": { ""left"": [""15""], ""center"": [""5""], ""right"": [""15""], ""outside"": [""5""] },    ""questions"": [     {       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""symmetric_difference"",       ""prompt"": ""How many play <b>only one</b> sport?"",       ""hint"": ""15 + 15 = 30.""     },     {       ""retain_visuals"": true,       ""type"": ""PROBABILITY"",       ""targetRegion"": ""symmetric_difference"",       ""total"": 40,       ""expression"": ""30"",       ""prompt"": ""Probability of playing <b>Only One</b>?"",       ""hint"": ""30/40 = 3/4""     }   ] }",10-028.json,quest_10_probability_using_venn_diagrams
10-028_Q2,T1,Probability Final,Quest 10-017: Sports Final,E,Simulation,,2,Probability of playing Only One?,,,,,,30/40 = 3/4,,,[],SET_THEORY,quiz,content/math/set_theory/quest_10_probability_using_venn_diagrams/10-028.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Probability Final"",   ""variantTitle"": ""Quest 10-017: Sports Final"",   ""sets"": { ""A"": { ""label"": ""F (20)"", ""color"": ""#7c3aed"" }, ""B"": { ""label"": ""R (20)"", ""color"": ""#db2777"" } },   ""zones"": { ""left"": [""15""], ""center"": [""5""], ""right"": [""15""], ""outside"": [""5""] },    ""questions"": [     {       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""symmetric_difference"",       ""prompt"": ""How many play <b>only one</b> sport?"",       ""hint"": ""15 + 15 = 30.""     },     {       ""retain_visuals"": true,       ""type"": ""PROBABILITY"",       ""targetRegion"": ""symmetric_difference"",       ""total"": 40,       ""expression"": ""30"",       ""prompt"": ""Probability of playing <b>Only One</b>?"",       ""hint"": ""30/40 = 3/4""     }   ] }",10-028.json,quest_10_probability_using_venn_diagrams
10-029_Q1,T1,Solving via Total II,Topic 10: Fruits Total,E,Simulation,,1,Total = 55. Total Pineapples = 30. Find y.,,,,,,(Total P) + (A Only) + Outside = 55 -> 30 + 2y + 5 = 55.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_10_probability_using_venn_diagrams/10-029.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Solving via Total II"",   ""variantTitle"": ""Topic 10: Fruits Total"",   ""sets"": { ""A"": { ""label"": ""P (30)"", ""color"": ""#9333ea"" }, ""B"": { ""label"": ""A"", ""color"": ""#db2777"" } },   ""zones"": { ""left"": [""30-y""], ""center"": [""y""], ""right"": [""2y""], ""outside"": [""5""] },    ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""universal_only"",       ""equation_target"": 55,        ""expected_x"": 10,       ""prompt"": ""Total = 55. Total Pineapples = 30. Find <b>y</b>."",       ""hint"": ""(Total P) + (A Only) + Outside = 55 -> 30 + 2y + 5 = 55.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""right_total"",       ""x_val"": 10,       ""prompt"": ""How many like <span style='color:#db2777'>Apples</span> altogether?"",       ""hint"": ""Intersection (y) + Only (2y) = 3y = 30.""     },     {       ""retain_visuals"": true,       ""type"": ""PROBABILITY"",       ""targetRegion"": ""right_only"",       ""x_val"": 10,       ""total"": 55,       ""expression"": ""2y"",        ""prompt"": ""Probability of picking a pupil who likes <span style='color:#db2777'>Apples Only</span>?"",       ""hint"": ""n(Apples Only) / Total. (20/55)""     }   ] }",10-029.json,quest_10_probability_using_venn_diagrams
10-029_Q2,T1,Solving via Total II,Topic 10: Fruits Total,E,Simulation,,2,How many like Apples altogether?,,,,,,Intersection (y) + Only (2y) = 3y = 30.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_10_probability_using_venn_diagrams/10-029.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Solving via Total II"",   ""variantTitle"": ""Topic 10: Fruits Total"",   ""sets"": { ""A"": { ""label"": ""P (30)"", ""color"": ""#9333ea"" }, ""B"": { ""label"": ""A"", ""color"": ""#db2777"" } },   ""zones"": { ""left"": [""30-y""], ""center"": [""y""], ""right"": [""2y""], ""outside"": [""5""] },    ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""universal_only"",       ""equation_target"": 55,        ""expected_x"": 10,       ""prompt"": ""Total = 55. Total Pineapples = 30. Find <b>y</b>."",       ""hint"": ""(Total P) + (A Only) + Outside = 55 -> 30 + 2y + 5 = 55.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""right_total"",       ""x_val"": 10,       ""prompt"": ""How many like <span style='color:#db2777'>Apples</span> altogether?"",       ""hint"": ""Intersection (y) + Only (2y) = 3y = 30.""     },     {       ""retain_visuals"": true,       ""type"": ""PROBABILITY"",       ""targetRegion"": ""right_only"",       ""x_val"": 10,       ""total"": 55,       ""expression"": ""2y"",        ""prompt"": ""Probability of picking a pupil who likes <span style='color:#db2777'>Apples Only</span>?"",       ""hint"": ""n(Apples Only) / Total. (20/55)""     }   ] }",10-029.json,quest_10_probability_using_venn_diagrams
10-029_Q3,T1,Solving via Total II,Topic 10: Fruits Total,E,Simulation,,3,Probability of picking a pupil who likes Apples Only?,,,,,,n(Apples Only) / Total. (20/55),,,[],SET_THEORY,quiz,content/math/set_theory/quest_10_probability_using_venn_diagrams/10-029.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Solving via Total II"",   ""variantTitle"": ""Topic 10: Fruits Total"",   ""sets"": { ""A"": { ""label"": ""P (30)"", ""color"": ""#9333ea"" }, ""B"": { ""label"": ""A"", ""color"": ""#db2777"" } },   ""zones"": { ""left"": [""30-y""], ""center"": [""y""], ""right"": [""2y""], ""outside"": [""5""] },    ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""universal_only"",       ""equation_target"": 55,        ""expected_x"": 10,       ""prompt"": ""Total = 55. Total Pineapples = 30. Find <b>y</b>."",       ""hint"": ""(Total P) + (A Only) + Outside = 55 -> 30 + 2y + 5 = 55.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""right_total"",       ""x_val"": 10,       ""prompt"": ""How many like <span style='color:#db2777'>Apples</span> altogether?"",       ""hint"": ""Intersection (y) + Only (2y) = 3y = 30.""     },     {       ""retain_visuals"": true,       ""type"": ""PROBABILITY"",       ""targetRegion"": ""right_only"",       ""x_val"": 10,       ""total"": 55,       ""expression"": ""2y"",        ""prompt"": ""Probability of picking a pupil who likes <span style='color:#db2777'>Apples Only</span>?"",       ""hint"": ""n(Apples Only) / Total. (20/55)""     }   ] }",10-029.json,quest_10_probability_using_venn_diagrams
